id_produto,categoria,tamanho_nome,tamanho_descricao,quantidade_fotos,peso_g,comprimento_cm,altura_cm,largura_cm
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55.0,163.0,2.0,300,25,8,18
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600,50,10,12
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150,20,24,33
af16005fca813272caf59c432153949e,moveis_decoracao,55.0,1186.0,2.0,800,53,8,20
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58.0,703.0,6.0,5250,47,19,23
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200,35,4,26
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335,17,11,12
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59.0,504.0,3.0,367,16,4,11
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500,75,25,55
c18c01e09509a509e2b88d3ed40c580e,bebes,46.0,1039.0,1.0,2150,42,25,15
a41e356c76fab66334f36de622ecbd3a,,,,,650,17,14,12
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56.0,663.0,4.0,150,16,5,11
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39.0,170.0,1.0,650,27,10,22
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53.0,794.0,4.0,2700,20,26,32
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36.0,312.0,2.0,6050,55,10,46
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150,16,6,11
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350,23,7,30
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000,30,18,18
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550,43,8,33
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700,45,13,35
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56.0,733.0,3.0,377,18,13,15
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450,16,5,16
f17b05cc8a7651896df8c30884200e9a,climatizacao,30.0,547.0,1.0,2000,32,51,16
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34.0,160.0,1.0,250,26,14,14
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57.0,245.0,2.0,1950,60,15,15
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500,16,15,11
d8dee61c2034d6d075997acef1870e9b,,,,,300,16,7,20
cbaff83e2c00a2b731d27276bbf52082,artes,59.0,1431.0,6.0,7900,70,15,70
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53.0,261.0,2.0,1800,41,9,34
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52.0,68.0,7.0,200,16,2,11
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550,16,25,12
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600,40,20,40
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59.0,797.0,2.0,1400,25,20,20
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100,50,50,50
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43.0,572.0,2.0,500,16,11,11
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350,16,10,16
fc2edee55f4118969f4dc49f7a717605,automotivo,47.0,1548.0,3.0,500,16,12,17
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55.0,448.0,1.0,1000,20,20,20
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51.0,410.0,2.0,300,24,11,24
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,50.0,2220.0,1.0,15700,58,28,58
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,53.0,599.0,2.0,350,16,11,11
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850,18,21,15
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55.0,918.0,6.0,1050,16,20,16
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32.0,42.0,1.0,300,16,15,11
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,47.0,764.0,1.0,200,23,9,13
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,52.0,406.0,1.0,800,20,25,25
d458378a178cd7cae60052319cebf235,papelaria,50.0,198.0,2.0,200,24,7,14
8c9faf6aabee9b2a30b83f92d786f6de,livros_interesse_geral,50.0,2913.0,3.0,1000,24,5,17
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53.0,585.0,1.0,783,21,13,28
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42.0,369.0,1.0,400,16,2,11
a388f2043ca885de714453e4fac616e2,telefonia,50.0,744.0,1.0,100,16,3,11
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59.0,470.0,2.0,750,34,14,24
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22.0,388.0,3.0,530,17,20,20
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,59.0,605.0,5.0,4000,57,14,36
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,55.0,1029.0,1.0,1150,20,25,20
a5bc1334f1762ce0a844f3f694dc08e1,cama_mesa_banho,48.0,645.0,1.0,1200,16,10,16
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,55.0,315.0,2.0,1000,30,10,25
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250,20,2,15
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45.0,1003.0,2.0,400,18,11,11
f6691c7e7a0c12d28003c97608dfe605,fashion_roupa_masculina,47.0,1026.0,2.0,950,40,6,40
c615805546392ec3b8a20c6590c4d400,pet_shop,54.0,261.0,6.0,2000,30,34,17
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60.0,537.0,1.0,667,17,16,16
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,60.0,609.0,2.0,1750,45,20,40
dd783a33bc94bef9c728611320d559e7,beleza_saude,52.0,1113.0,1.0,150,16,12,11
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,48.0,135.0,1.0,10550,65,7,45
fff0a542c3c62682f23305214eaeaa24,papelaria,23.0,146.0,3.0,300,30,10,20
d801448d8cf48fd15a66dc8779d47241,relogios_presentes,47.0,687.0,1.0,267,17,11,13
d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,53.0,155.0,2.0,1500,39,12,25
aedb7e30007f6051c5b3f97156b0848a,artes,32.0,195.0,1.0,150,25,2,19
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,40.0,654.0,1.0,650,25,13,14
ecaae002060173ec59f5b168cbd55d70,automotivo,51.0,1741.0,1.0,825,20,24,15
9e48435521202c8795e21ac42efcc761,informatica_acessorios,31.0,432.0,1.0,600,46,3,15
f46c384460008df0071849d01b39834f,esporte_lazer,53.0,527.0,2.0,700,23,9,11
e10758160da97891c2fdcbc35f0f031d,,,,,2200,16,2,11
dccef777bc505f2eca720502c209988d,eletrodomesticos,56.0,173.0,1.0,150,18,8,13
b6be875acca0b4862cae6479c5d9e6fa,ferramentas_jardim,49.0,192.0,1.0,200,16,3,11
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,53.0,524.0,1.0,1800,25,7,20
d394d30215872be4cda2c67c1ce5b981,esporte_lazer,37.0,621.0,5.0,250,20,20,20
9181a16945ef449aa81212d5139945ec,bebes,58.0,1261.0,3.0,6950,85,11,50
b166907a5770631b7deedd0891b1b7ab,utilidades_domesticas,57.0,1094.0,1.0,1100,55,5,40
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836,61,6,24
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,59.0,822.0,1.0,175,18,22,16
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675,22,24,21
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32.0,1074.0,2.0,200,39,2,30
eca3036ef7ba11b3331c334b7053fe13,telefonia,51.0,443.0,1.0,117,19,4,12
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,57.0,919.0,6.0,540,16,27,16
c9fe02894880831f6f28d5ac212d036f,construcao_ferramentas_seguranca,51.0,1006.0,3.0,314,20,19,18
98d0e0ca6213edc063889593a2475e36,automotivo,55.0,978.0,1.0,13825,70,35,49
f2c1df0fc307ec60e3321c708c1dcac3,cama_mesa_banho,42.0,431.0,1.0,850,40,6,50
cd7701670288642f7be9437dec9034c1,perfumaria,48.0,606.0,2.0,400,16,20,15
d68bd4dedccc5545b1ff6629de8fb021,informatica_acessorios,53.0,813.0,4.0,1950,17,11,12
e4c0d69bafff0157f574aae9a147a8c1,moveis_decoracao,49.0,607.0,1.0,300,35,10,25
b6b4ab44d1f3c2a645abbda76af2a993,relogios_presentes,54.0,364.0,1.0,1050,30,45,11
d19d6968c8fa843da04bf9c9d23c312f,automotivo,53.0,1373.0,4.0,400,16,7,11
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40.0,234.0,1.0,1000,56,9,22
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150,16,16,11
d10abea506594de1dd5ea21851f94062,beleza_saude,60.0,876.0,1.0,700,16,16,16
aba0932cedf32b2a7b6b832f11769613,beleza_saude,29.0,556.0,1.0,2000,30,12,16
f777c903946dd86fd00cd5b32ec3e907,construcao_ferramentas_construcao,57.0,954.0,4.0,21400,20,20,20
f16ced867a24a244afefb5b867f337df,fashion_bolsas_e_acessorios,38.0,487.0,2.0,13600,26,60,40
a530b23a71594d0d986a30359e207762,moveis_decoracao,49.0,600.0,2.0,1400,65,12,12
d294bd539d8c70342149beb38b767afc,relogios_presentes,50.0,295.0,1.0,650,13,11,12
fe9184887637170f6da65623475d6a66,construcao_ferramentas_construcao,37.0,2457.0,1.0,600,26,17,17
ef22b718807d8b96162d9b021912f178,fashion_roupa_masculina,36.0,940.0,2.0,300,16,2,11
acfc0fd945c522a0d2266d45bcdd91c6,pet_shop,56.0,1545.0,2.0,625,21,16,17
e8f22df5fa5b454907286aa61d6216a8,fashion_calcados,57.0,404.0,2.0,1500,22,12,33
bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,49.0,276.0,12.0,100,19,3,11
99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,55.0,1658.0,3.0,550,16,21,18
fdac82e439dafa5f87a9547581532380,automotivo,60.0,1541.0,1.0,1000,26,40,20
b3f29e4bbae3c829f7c4231074c307ee,utilidades_domesticas,55.0,998.0,3.0,14850,35,102,35
e71ba6dc5ef4b3bada7ee8d17304d31e,consoles_games,56.0,3354.0,4.0,1850,28,14,19
8d51190d4e52d32e6abf3d0551501114,telefonia,61.0,212.0,1.0,200,19,4,11
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55.0,1392.0,1.0,900,16,16,16
e83ded7d97b96d338c4e72bb1ff7676c,ferramentas_jardim,52.0,497.0,1.0,1900,44,19,19
ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50.0,171.0,1.0,1450,45,10,15
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54.0,1162.0,1.0,1100,29,3,21
f0737b524fe6b57f2ad4f174ce23a62c,esporte_lazer,43.0,1440.0,1.0,12600,20,10,20
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450,25,25,16
dc582e9ac5036846acfeeb3093b17aa7,perfumaria,50.0,749.0,1.0,1300,22,14,14
e84fb20fe338824c220166d3cd562cbd,beleza_saude,45.0,802.0,1.0,150,22,3,15
bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450,23,43,35
e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos_2,38.0,2030.0,2.0,13200,66,19,67
eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59.0,119.0,3.0,200,16,2,11
c4344f6de69a96da8febce3f885171f0,consoles_games,53.0,310.0,1.0,150,19,11,11
f092eaa771e3dca0bfeca32b5c9d5669,instrumentos_musicais,51.0,439.0,3.0,3350,30,30,30
debefa981200019b8c4a45d0176125a6,cama_mesa_banho,64.0,702.0,1.0,2200,42,11,36
d0877f0094337c414d23f5a3c7bad20c,moveis_escritorio,48.0,489.0,2.0,30000,50,50,30
e117ca2a90cfd40b93450b0b60f834e4,cama_mesa_banho,51.0,487.0,1.0,1800,45,10,34
a2bd2eae20998a24c22b110334928b02,malas_acessorios,39.0,278.0,1.0,700,19,48,35
f97d74310019b255120e4316f4515d74,fashion_bolsas_e_acessorios,34.0,426.0,4.0,200,16,9,11
9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200,23,7,15
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700,49,4,50
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800,105,10,40
e63e00cfcd91a5b34c13e2134671e842,moveis_escritorio,41.0,1071.0,1.0,5850,45,55,16
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300,45,25,45
a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800,28,12,18
ae728f68e1fe806253238e93f2bfc324,esporte_lazer,57.0,1156.0,1.0,415,19,19,19
a1d17216996bf0cbba886f91bfd31c77,telefonia,51.0,1015.0,1.0,103,21,6,14
c72a1a8c3bbe15206d1880cedc7bd791,informatica_acessorios,59.0,1238.0,5.0,4750,18,22,30
f14aa2ba817ef24ccf7f99c0ccfab59a,relogios_presentes,37.0,610.0,1.0,263,18,15,16
f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50,16,2,11
b97114b2893e68400ae867459b491bcd,cama_mesa_banho,44.0,331.0,1.0,360,36,6,26
ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47.0,1392.0,1.0,150,16,7,12
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250,22,15,20
eced39e6c33db4b865ea46d12dde67d8,brinquedos,59.0,3492.0,3.0,650,35,10,15
bad5bc36e62c12c840045474c6dbe021,utilidades_domesticas,22.0,663.0,1.0,900,21,34,34
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75,19,3,11
fa9cf28beaafe4f4bec59550f6c76481,moveis_decoracao,47.0,470.0,3.0,400,35,6,15
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900,18,25,16
95578be74a242e7a0eae084908bbb5f8,moveis_escritorio,38.0,2088.0,1.0,14900,58,28,58
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050,30,22,18
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200,20,20,20
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200,20,9,14
c8a0fe4fb537a7864e6aca0477a6da9c,cama_mesa_banho,44.0,305.0,1.0,2000,49,16,39
9339df4b551cc289617ed742b9af7925,telefonia,54.0,409.0,1.0,200,19,4,11
e05646078b508ff048d63d3af7775ca1,eletroportateis,58.0,613.0,1.0,1300,20,16,20
c571bd52d56c393e52b38a593da5950f,cama_mesa_banho,54.0,223.0,1.0,550,16,10,16
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300,17,4,12
c5c66926b3f964b8cf9e7dfb1150d13e,esporte_lazer,41.0,128.0,1.0,200,21,9,13
a0ff95d002b9e836b60b47e97a200f93,casa_construcao,37.0,426.0,2.0,3100,38,28,28
a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250,16,10,16
fea2f92877b647dc07ea8e3f4aa2cf3f,brinquedos,35.0,537.0,2.0,7400,45,29,53
b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57.0,232.0,1.0,7600,55,15,55
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875,40,26,20
b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100,16,10,16
93719014f156d3fa9e0511cd0ab96315,cool_stuff,34.0,443.0,7.0,1150,28,10,25
f86faff2fff9d021e363dc81bfd16930,cool_stuff,53.0,304.0,1.0,900,25,10,25
b72e63f4630dcaded1689b28efa4c583,brinquedos,59.0,1272.0,5.0,1000,30,13,30
e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57.0,991.0,4.0,200,16,4,14
aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500,19,13,20
e91f30f35875789d4b7d14610aa88c15,cama_mesa_banho,50.0,208.0,1.0,500,16,10,16
ff7ac89ca5b77d0fb5f8a65262d73956,perfumaria,46.0,483.0,1.0,1000,20,14,13
ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125,19,3,11
b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100,19,3,11
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200,20,20,20
8fec581a22f1e87d7e0f0a0da4626a82,utilidades_domesticas,17.0,395.0,1.0,600,17,17,18
ad0e74d7a7848008daa87492dff8db9f,automotivo,57.0,1631.0,3.0,500,16,21,18
a4944a8b60acfe399f15f45892bc5639,informatica_acessorios,52.0,260.0,1.0,667,27,19,20
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300,40,4,30
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400,18,18,12
8eed5d27f5b8c6248731efb4782f6141,automotivo,41.0,1510.0,1.0,2800,16,2,11
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300,24,12,12
bcb815bba008d89458e428078c0b9211,,,,,150,16,2,11
e3ace35fe59021565fa9989acfdf8f3a,moveis_decoracao,28.0,196.0,2.0,1000,35,25,25
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267,36,40,36
f0e14d7b2230a53543506024021cc3ef,moveis_decoracao,58.0,2130.0,2.0,3000,69,11,11
c01cc7b6054e22d68972a35df1e0c249,automotivo,54.0,1636.0,1.0,8500,18,29,13
97250c682244b5b6618aec504ceb9656,utilidades_domesticas,55.0,783.0,1.0,150,32,5,16
df1ff6c9a263464ba1ea7cd3de5e8633,utilidades_domesticas,52.0,202.0,1.0,800,31,5,21
b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400,100,23,27
a2f4e28e50f60566eeb99f842ffc0fd9,instrumentos_musicais,57.0,374.0,1.0,5850,40,9,105
9d0a2db5144d569d5ce5375bb0f4de36,cama_mesa_banho,39.0,347.0,1.0,75,17,12,17
8f9dc141063eb39ea09a9df984895c50,automotivo,45.0,764.0,4.0,1475,32,28,28
955821b9200f75f399d091f381821044,eletrodomesticos,47.0,82.0,1.0,150,20,13,15
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24.0,356.0,2.0,7750,33,25,33
cc95f2435cc780a6992154d6a29ff226,utilidades_domesticas,46.0,616.0,1.0,3100,32,26,21
d899300bb0834fde956e80ce7ca0c958,relogios_presentes,58.0,635.0,2.0,350,19,13,13
9f22d89800e8f59f79d50aa9d732f5e2,beleza_saude,50.0,355.0,1.0,888,18,17,18
d2fac83bdc41acb845baf953df64155a,cama_mesa_banho,56.0,509.0,4.0,450,45,15,35
dbb00dd9b017066946537423958bd4ea,beleza_saude,50.0,546.0,1.0,1000,16,12,13
b2cadfc2d6da74fba3a372470641ba61,utilidades_domesticas,26.0,201.0,1.0,400,16,9,12
bb8248b78690e295b4978f78009e4b94,telefonia,56.0,367.0,3.0,150,21,7,14
8cf7e354e6d9f04a09f4d59bc77dcc8e,construcao_ferramentas_jardim,55.0,749.0,1.0,9500,56,30,28
f28fd17099749b33b6e5081515b2e797,cama_mesa_banho,44.0,421.0,1.0,550,30,5,25
fe849745fcdc6e1d6864539a2b13197f,beleza_saude,46.0,841.0,1.0,300,19,12,13
afa6d9a2f3ba0d5b06ccd5eb4bd2e29a,esporte_lazer,54.0,675.0,1.0,750,26,23,23
c68b419d9c6038271b85bac98adb0fc9,,,,,1000,16,14,30
e19c8e70d39de9646d64163a66051797,fashion_roupa_masculina,32.0,713.0,2.0,800,20,7,20
ba17dd83b93da33a4483ba301644f40a,relogios_presentes,60.0,394.0,6.0,250,16,2,11
d806210810eb8942d0ea5b17967bb1c4,cool_stuff,59.0,988.0,1.0,1635,23,30,17
bcb8826a092a057aedd93bb71d67c24d,beleza_saude,54.0,340.0,1.0,500,24,20,24
f102842fbe436027eeeb7fc76d3063aa,consoles_games,59.0,434.0,3.0,350,20,20,20
ee2405458ecf90c4d6e1c55a9680de91,brinquedos,60.0,919.0,2.0,17650,45,50,45
b4a595a550a377a81bf10d27821fab6d,utilidades_domesticas,58.0,235.0,5.0,5250,35,15,35
eae50b5c9a18c296b7fa904cf04406a5,moveis_decoracao,58.0,477.0,1.0,300,35,10,25
dfc767a34d7f9f8ee72a3e9b5ed55f89,informatica_acessorios,32.0,1095.0,2.0,400,38,2,29
ecac3b74dce5ab6c6a7b9eda9216cfcc,beleza_saude,45.0,379.0,3.0,200,16,16,16
a963ea4d494221de09b70f1b4a70edbd,informatica_acessorios,58.0,240.0,1.0,150,35,8,11
ae48f03d1836c1021bf0babdf8b63dbb,utilidades_domesticas,46.0,290.0,1.0,800,20,8,20
c51dc74a8b5018e82e9e44ef4b647227,perfumaria,60.0,418.0,1.0,650,16,10,11
8de2d2a80d4900fc699d4f52fbe8c43a,utilidades_domesticas,27.0,868.0,2.0,500,22,16,16
d24659126d5bbd0b1bacba3e8d17a978,esporte_lazer,32.0,513.0,3.0,250,16,6,20
dfa872802d781798321a10f1ddadea82,construcao_ferramentas_seguranca,58.0,1720.0,3.0,200,17,7,17
984a3b9f9bb4c8feb319da951212696e,cool_stuff,20.0,740.0,1.0,50,40,30,50
b1060f179d7f706565e347fbe00bf1b8,beleza_saude,32.0,1046.0,1.0,328,20,14,18
f66bfba86b78fa48e0834bb209e1555a,cama_mesa_banho,32.0,306.0,1.0,1950,58,15,46
f911903162e5c7cfa48e5b803068b091,construcao_ferramentas_construcao,56.0,290.0,2.0,400,20,5,20
96bcd2d5266412b1a43593fe5b904536,ferramentas_jardim,41.0,394.0,1.0,2700,16,30,25
c20fbbd4ccf2f7da70e150689a6a905f,perfumaria,47.0,723.0,1.0,455,21,15,17
e8221ea20065e9f3bd2efda98b807cd3,fashion_bolsas_e_acessorios,38.0,366.0,3.0,150,16,6,20
9b76503b35ee45adf532e291d5c7de0d,cama_mesa_banho,51.0,115.0,1.0,2200,45,25,35
e6d528652daa9f45b90b855c0596bfbf,casa_conforto,55.0,200.0,2.0,450,45,15,35
fac0337908b983ba98c810f03d25f278,cama_mesa_banho,49.0,729.0,1.0,3850,20,30,30
d4de08feff9533e02efa79613935336e,cama_mesa_banho,53.0,681.0,1.0,1250,19,17,22
91e6a181c1ebe734ab459822cee89763,relogios_presentes,47.0,528.0,3.0,850,48,16,25
b687f7d54b34a215172bf55f9584584a,ferramentas_jardim,49.0,374.0,1.0,900,30,10,20
af8215adef2df1e9e66642f159e81e55,relogios_presentes,52.0,585.0,1.0,400,20,11,19
