idpedido,pagamento,tipos,parcelas,valor
fff60e5408a9dd1e92ee30023052af30,credit_card,1,1,148.7
fff60e5408a9dd1e92ee30023052af30,credit_card,1,1,148.7
fff3983dfa3c5a0d752d8d17baa406a0,credit_card,1,3,80.44
fff3983dfa3c5a0d752d8d17baa406a0,credit_card,1,3,80.44
fff2e9e3aa8644e19710216b4ef53ab2,boleto,1,1,86.15
fff2e9e3aa8644e19710216b4ef53ab2,boleto,1,1,86.15
fff2cdc825f9fc0ba3c04227cfa02303,boleto,1,1,50.62
fff2cdc825f9fc0ba3c04227cfa02303,boleto,1,1,50.62
fff1e3e76b816bfe8ef16678cc53c643,credit_card,1,7,86.85
fff1e3e76b816bfe8ef16678cc53c643,credit_card,1,7,86.85
fff0db5573c78c1cb5a2b68a2bbd8d4a,credit_card,1,2,77.7
fff0db5573c78c1cb5a2b68a2bbd8d4a,credit_card,1,2,77.7
ffefb169ddf34cecc0622a6d3cc387f8,credit_card,1,3,142.1
ffefb169ddf34cecc0622a6d3cc387f8,credit_card,1,3,142.1
ffef9e1de5dd07b397b373f9bb72cccf,credit_card,1,5,115.5
ffef9e1de5dd07b397b373f9bb72cccf,credit_card,1,5,115.5
ffef98cd5ecdc992fefbd967549520dd,boleto,1,1,153.01
ffef98cd5ecdc992fefbd967549520dd,boleto,1,1,153.01
ffeeb911d070bea3dd20bd5fd01da5e8,credit_card,1,5,95.69
ffeeb911d070bea3dd20bd5fd01da5e8,credit_card,1,5,95.69
ffee31fb4b5e35c9123608015637c495,credit_card,1,2,112.52
ffee31fb4b5e35c9123608015637c495,credit_card,1,2,112.52
ffed7e90414c1477a6b92554661d465f,credit_card,1,5,166.71
ffed7e90414c1477a6b92554661d465f,credit_card,1,5,166.71
ffecd5a79a0084f6a592288c67e3c298,credit_card,1,1,113.07
ffecd5a79a0084f6a592288c67e3c298,credit_card,1,1,113.07
ffec1a6d35149778ec575d5048d44db8,boleto,1,1,55.04
ffec1a6d35149778ec575d5048d44db8,boleto,1,1,55.04
ffebd80e3291e811c308365936897efd,credit_card,1,1,181.1
ffebd80e3291e811c308365936897efd,credit_card,1,1,181.1
ffea79d8c5fecc22cbff0c54eda9b65c,boleto,1,1,69.59
ffea79d8c5fecc22cbff0c54eda9b65c,boleto,1,1,69.59
ffea5b26be781da4c215c0feb484f4fd,credit_card,1,7,140.07
ffea5b26be781da4c215c0feb484f4fd,credit_card,1,7,140.07
ffea406a848c8afe4dec22bf6290ba00,boleto,1,1,162.1
ffea406a848c8afe4dec22bf6290ba00,boleto,1,1,162.1
ffea20c7630343a6cd9e09858c1295cd,credit_card,1,2,163.24
ffea20c7630343a6cd9e09858c1295cd,credit_card,1,2,163.24
ffe8851012fcdaf83de7b595fd5154b3,credit_card,1,2,171.84
ffe8851012fcdaf83de7b595fd5154b3,credit_card,1,2,171.84
ffe73fc1d73e03fdb50e63903ddfe882,credit_card,1,3,112.9
ffe73fc1d73e03fdb50e63903ddfe882,credit_card,1,3,112.9
ffe63ac8de50ca1b8d8aba30d6bff4fb,credit_card,1,1,52.59
ffe63ac8de50ca1b8d8aba30d6bff4fb,credit_card,1,1,52.59
ffe5736050c2890fa51a28942820258a,credit_card,1,1,94.54
ffe5736050c2890fa51a28942820258a,credit_card,1,1,94.54
ffe4b41e99d39f0b837a239110260530,credit_card,1,1,69.58
ffe4b41e99d39f0b837a239110260530,credit_card,1,1,69.58
ffe4972089425f7752aad086a7fdce28,credit_card,1,2,161.23
ffe4972089425f7752aad086a7fdce28,credit_card,1,2,161.23
ffe49171e120186dcc4c444b55691810,credit_card,1,7,76.85
ffe49171e120186dcc4c444b55691810,credit_card,1,7,76.85
ffe48cb3d8485e0cb0405e21192e592f,credit_card,1,5,147.04
ffe48cb3d8485e0cb0405e21192e592f,credit_card,1,5,147.04
ffe3153dcf1c03911848f64ed557764b,boleto,1,1,287.21
ffe3153dcf1c03911848f64ed557764b,boleto,1,1,287.21
ffe311829861d844ad8de0f4d4923692,credit_card,1,3,145.9
ffe311829861d844ad8de0f4d4923692,credit_card,1,3,145.9
ffe2b9e50ccbd9695f42c906f6d9010c,credit_card,1,3,201.37
ffe2b9e50ccbd9695f42c906f6d9010c,credit_card,1,3,201.37
ffe1f3d903f7d8189c55f1e52438f593,credit_card,1,1,80.1
ffe1f3d903f7d8189c55f1e52438f593,credit_card,1,1,80.1
ffe146c862ce518ad378598499bf9204,credit_card,1,4,102.49
ffe146c862ce518ad378598499bf9204,credit_card,1,4,102.49
ffe0d6b7d4772a7380978ef7f0885b89,boleto,1,1,83.32
ffe0d6b7d4772a7380978ef7f0885b89,boleto,1,1,83.32
ffdee14e5cab83563d890d93e1d16f74,boleto,1,1,40.46
ffdee14e5cab83563d890d93e1d16f74,boleto,1,1,40.46
ffde92ba447b33a47d1c04d203f10f41,credit_card,1,10,304.7
ffde92ba447b33a47d1c04d203f10f41,credit_card,1,10,304.7
ffdda91cd98d69f6be1cd352e4447b8e,credit_card,1,1,65.13
ffdda91cd98d69f6be1cd352e4447b8e,credit_card,1,1,65.13
ffdd767d77c3322d78b286b6e8ecaf15,credit_card,1,2,62.91
ffdd767d77c3322d78b286b6e8ecaf15,credit_card,1,2,62.91
ffdd178654127ccf34a439e8704fecd9,credit_card,1,5,108.61
ffdd178654127ccf34a439e8704fecd9,credit_card,1,5,108.61
ffdce235aaf8a4e381ba694a4da99221,credit_card,1,6,69.14
ffdce235aaf8a4e381ba694a4da99221,credit_card,1,6,69.14
ffdc79897a2df4181a299b803765f0cc,boleto,1,1,62.01
ffdc79897a2df4181a299b803765f0cc,boleto,1,1,62.01
ffdc5e3279114c523a09296f8fd28331,credit_card,1,4,317.79
ffdc5e3279114c523a09296f8fd28331,credit_card,1,4,317.79
ffdc30c0eaeed2e08818c4dad9806292,boleto,1,1,34.0
ffdc30c0eaeed2e08818c4dad9806292,boleto,1,1,34.0
ffdb12bf66b3d0145d09d962745a05f6,boleto,1,1,48.09
ffdb12bf66b3d0145d09d962745a05f6,boleto,1,1,48.09
ffdab5e1596138d37793566aa1424d0c,boleto,1,1,418.35
ffdab5e1596138d37793566aa1424d0c,boleto,1,1,418.35
ffda7f88e6a571a9e73a0c9c778e606d,credit_card,1,1,51.59
ffda7f88e6a571a9e73a0c9c778e606d,credit_card,1,1,51.59
ffd9fe7f21106081de852f98c6c78dca,credit_card,1,2,70.63
ffd9fe7f21106081de852f98c6c78dca,credit_card,1,2,70.63
ffd84ab39cd5e873d8dba24342e65c01,credit_card,1,1,65.36
ffd84ab39cd5e873d8dba24342e65c01,credit_card,1,1,65.36
ffd7f21b9b4ea30d3536d4cadd19fa42,boleto,1,1,112.38
ffd7f21b9b4ea30d3536d4cadd19fa42,boleto,1,1,112.38
ffd7d6378c4d0df542ece430b2daa777,credit_card,1,1,73.15
ffd7d6378c4d0df542ece430b2daa777,credit_card,1,1,73.15
ffd6f465cab015b452d398ac1f5d978a,credit_card,1,2,89.7
ffd6f465cab015b452d398ac1f5d978a,credit_card,1,2,89.7
ffd6f08f294bfa573e0eeb88d6afb17b,credit_card,1,1,366.8
ffd6f08f294bfa573e0eeb88d6afb17b,credit_card,1,1,366.8
ffd5efbd46bbf72ad374862a05ef4c72,boleto,1,1,60.42
ffd5efbd46bbf72ad374862a05ef4c72,boleto,1,1,60.42
ffd5e80bfdaf69504efd7562a3d522dd,credit_card,1,3,601.55
ffd5e80bfdaf69504efd7562a3d522dd,credit_card,1,3,601.55
ffd543c2b60842e148a86870dc60e212,boleto,1,1,373.11
ffd543c2b60842e148a86870dc60e212,boleto,1,1,373.11
ffd4172b5df0c16bbd973c196b09bcd9,credit_card,1,2,153.36
ffd4172b5df0c16bbd973c196b09bcd9,credit_card,1,2,153.36
ffd3ff583dec4975e6443d6a396f2f36,credit_card,1,10,172.09
ffd3ff583dec4975e6443d6a396f2f36,credit_card,1,10,172.09
ffce8a2dd7579795f5c1cbe2bf23d51d,credit_card,1,6,126.78
ffce8a2dd7579795f5c1cbe2bf23d51d,credit_card,1,6,126.78
ffce02d92a959d8894c8568d7a0f6435,boleto,1,1,67.02
ffce02d92a959d8894c8568d7a0f6435,boleto,1,1,67.02
ffcc17a2f3331d4d25cf692060921690,credit_card,1,1,103.36
ffcc17a2f3331d4d25cf692060921690,credit_card,1,1,103.36
ffcbf9b4459704e9185c5c630d11b69c,credit_card,1,6,137.14
ffcbf9b4459704e9185c5c630d11b69c,credit_card,1,6,137.14
ffcb98e21b0bf085baf42b16a67732ef,credit_card,1,2,99.31
ffcb98e21b0bf085baf42b16a67732ef,credit_card,1,2,99.31
ffca67b9419980488c476f7f7f7bc070,boleto,1,1,90.2
ffca67b9419980488c476f7f7f7bc070,boleto,1,1,90.2
ffc97f5975c4aa1b3c9754d83050c73d,credit_card,1,2,190.33
ffc97f5975c4aa1b3c9754d83050c73d,credit_card,1,2,190.33
ffc730a0615d28ec19f9cad02cb41442,credit_card,2,1,12.63
ffc730a0615d28ec19f9cad02cb41442,credit_card,1,1,14.76
ffc730a0615d28ec19f9cad02cb41442,credit_card,1,1,14.76
ffc730a0615d28ec19f9cad02cb41442,credit_card,2,1,12.63
ffc5d47e40567b5f153d5cd17138eb89,credit_card,1,4,70.11
ffc5d47e40567b5f153d5cd17138eb89,credit_card,1,4,70.11
ffc49b9c9d666410e9ecdb0a3efadb9c,credit_card,1,1,792.06
ffc49b9c9d666410e9ecdb0a3efadb9c,credit_card,1,1,792.06
ffc4072a9ea36a3341efa25b69c449eb,credit_card,1,1,74.94
ffc4072a9ea36a3341efa25b69c449eb,credit_card,1,1,74.94
ffc29f864fd689fab9ae81be82baf8ef,credit_card,1,8,84.26
ffc29f864fd689fab9ae81be82baf8ef,credit_card,1,8,84.26
ffc2926aeab97ab6dc7585276c9b9371,boleto,1,1,103.32
ffc2926aeab97ab6dc7585276c9b9371,boleto,1,1,103.32
ffc2638415f3ce34e88641eef792c1fc,credit_card,1,10,696.08
ffc2638415f3ce34e88641eef792c1fc,credit_card,1,10,696.08
ffc22f2404e3490516c9a03e88da4507,credit_card,1,1,64.99
ffc22f2404e3490516c9a03e88da4507,credit_card,1,1,64.99
ffc1fd8337b12fe96a4c39a0c2991296,credit_card,1,1,25.86
ffc1fd8337b12fe96a4c39a0c2991296,credit_card,1,1,25.86
ffc1be2cfc663c95a4663eae09796e19,credit_card,1,1,96.22
ffc1be2cfc663c95a4663eae09796e19,credit_card,1,1,96.22
ffc184f2119c6fd4140dcfb518bf4734,credit_card,1,2,27.68
ffc184f2119c6fd4140dcfb518bf4734,credit_card,1,2,27.68
ffc16cecff8dc037f60458f28d1c1ba5,credit_card,1,8,369.87
ffc16cecff8dc037f60458f28d1c1ba5,credit_card,1,8,369.87
ffc0da1000e3fe80b745f005755bb814,credit_card,1,4,143.03
ffc0da1000e3fe80b745f005755bb814,credit_card,1,4,143.03
ffc0249fed109d5d056d7c79b7fa7dd9,credit_card,1,1,32.43
ffc0249fed109d5d056d7c79b7fa7dd9,credit_card,1,1,32.43
ffbf724743bab15cd008f066b4cf0031,credit_card,1,2,69.24
ffbf724743bab15cd008f066b4cf0031,credit_card,1,2,69.24
ffbf2682f6e33c8cbac96e6862a95920,boleto,1,1,64.0
ffbf2682f6e33c8cbac96e6862a95920,boleto,1,1,64.0
ffbe8a51afd59fa93224d1c6bc987aee,credit_card,1,2,185.85
ffbe8a51afd59fa93224d1c6bc987aee,credit_card,1,2,185.85
ffbcdac3da2c2f23b699666818b0d38c,credit_card,1,1,96.65
ffbcdac3da2c2f23b699666818b0d38c,credit_card,1,1,96.65
ffbcbeeac5c9c9495cd729f896bc1d5f,credit_card,1,9,97.69
ffbcbeeac5c9c9495cd729f896bc1d5f,credit_card,1,9,97.69
ffbb04002876c95ff079b7b4df8eee28,credit_card,1,1,60.42
ffbb04002876c95ff079b7b4df8eee28,credit_card,1,1,60.42
ffbae9b91be0cb7c3cc9a38a35c29210,credit_card,1,1,60.09
ffbae9b91be0cb7c3cc9a38a35c29210,credit_card,1,1,60.09
ffba9bdc3f52eb0c4e3bac55391f706d,credit_card,1,2,164.1
ffba9bdc3f52eb0c4e3bac55391f706d,credit_card,1,2,164.1
ffb9a9cd00c74c11c24aa30b3d78e03b,credit_card,1,6,606.95
ffb9a9cd00c74c11c24aa30b3d78e03b,credit_card,1,6,606.95
ffb8f7de8940249a3221252818937ecb,debit_card,1,1,245.12
ffb8f7de8940249a3221252818937ecb,debit_card,1,1,245.12
ffb73c3b138a51d4c3a2b7f60c5f5de7,credit_card,1,4,85.23
ffb73c3b138a51d4c3a2b7f60c5f5de7,credit_card,1,4,85.23
ffb6e31ed469d2c780df6b9bb2264a30,credit_card,1,3,171.44
ffb6e31ed469d2c780df6b9bb2264a30,credit_card,1,3,171.44
ffb6d09223ffb2220329254f3f706059,credit_card,1,3,93.0
ffb6d09223ffb2220329254f3f706059,credit_card,1,3,93.0
ffb64a7ef1be26d9bd759c6ce1c47987,boleto,1,1,35.77
ffb64a7ef1be26d9bd759c6ce1c47987,boleto,1,1,35.77
ffb5af8b918083c3291c62b20fa89319,credit_card,1,4,177.02
ffb5af8b918083c3291c62b20fa89319,credit_card,1,4,177.02
ffb47bf24e3f64dc0a2059a9181b976a,credit_card,1,1,56.24
ffb47bf24e3f64dc0a2059a9181b976a,credit_card,1,1,56.24
ffb2c3a5bb149a2f860e5d057096201f,credit_card,1,1,311.88
ffb2c3a5bb149a2f860e5d057096201f,credit_card,1,1,311.88
ffb18bf111fa70edf316eb0390427986,credit_card,1,24,617.24
ffb18bf111fa70edf316eb0390427986,credit_card,1,24,617.24
ffaed28dc2c916f896616e904036ffd0,boleto,1,1,116.36
ffaed28dc2c916f896616e904036ffd0,boleto,1,1,116.36
ffae981a027da994061d054aa171c4aa,credit_card,1,3,32.06
ffae981a027da994061d054aa171c4aa,credit_card,1,3,32.06
ffae83c600bcc82f84437a9248825b80,credit_card,1,5,163.75
ffae83c600bcc82f84437a9248825b80,credit_card,1,5,163.75
ffad90ea25b9d744b18f8079de0b988d,credit_card,1,1,96.93
ffad90ea25b9d744b18f8079de0b988d,credit_card,1,1,96.93
ffad8105f74e3969cb02c795aa3ddd50,credit_card,1,1,32.42
ffad8105f74e3969cb02c795aa3ddd50,credit_card,1,1,32.42
ffabc9986c47883e4eb2d89a5907c2cd,credit_card,1,5,54.09
ffabc9986c47883e4eb2d89a5907c2cd,credit_card,1,5,54.09
ffabb8ed44ae4f83efd9d206904d88f5,credit_card,1,6,462.54
ffabb8ed44ae4f83efd9d206904d88f5,credit_card,1,6,462.54
ffabaa69e709f1ec58faf2f706c8c8ee,credit_card,1,2,161.86
ffabaa69e709f1ec58faf2f706c8c8ee,credit_card,1,2,161.86
ffab9e4ebdeda588f4193d78a09894c5,credit_card,1,2,130.13
ffab9e4ebdeda588f4193d78a09894c5,credit_card,1,2,130.13
ffaabba06c9d293a3c614e0515ddbabc,boleto,1,1,153.63
ffaabba06c9d293a3c614e0515ddbabc,boleto,1,1,153.63
ffaa8de9aa187ca24510b7758f622c2b,credit_card,1,2,126.93
ffaa8de9aa187ca24510b7758f622c2b,credit_card,1,2,126.93
ffa9f4ba8992cf704640411b3cc3fb90,credit_card,1,2,20.86
ffa9f4ba8992cf704640411b3cc3fb90,credit_card,1,2,20.86
ffa9a3142ddd51af248e648db27c647f,credit_card,1,4,47.82
ffa9a3142ddd51af248e648db27c647f,credit_card,1,4,47.82
ffa93f1bd7c0039af32324fa5d3cf1e6,credit_card,1,1,37.61
ffa93f1bd7c0039af32324fa5d3cf1e6,credit_card,1,1,37.61
ffa5e4c604dea4f0a59d19cc2322ac19,credit_card,1,1,90.18
ffa5e4c604dea4f0a59d19cc2322ac19,credit_card,1,1,90.18
ffa52cd169e937f7beb9cd360ea881c9,boleto,1,1,133.48
ffa52cd169e937f7beb9cd360ea881c9,boleto,1,1,133.48
ffa4d45e1a7f3bab8004bd703f52a65a,credit_card,1,1,25.88
ffa4d45e1a7f3bab8004bd703f52a65a,credit_card,1,1,25.88
ffa4b16322a614306db6981043a52056,boleto,1,1,84.57
ffa4b16322a614306db6981043a52056,boleto,1,1,84.57
ffa4713aab0ab633f0f6daa12baf90cb,credit_card,1,3,106.76
ffa4713aab0ab633f0f6daa12baf90cb,credit_card,1,3,106.76
ffa466d3e55f98477b7e0da764df3c6c,credit_card,1,1,93.36
ffa466d3e55f98477b7e0da764df3c6c,credit_card,1,1,93.36
ffa39020fe7c8a3e907320e1bec4b985,voucher,2,1,64.01
ffa39020fe7c8a3e907320e1bec4b985,voucher,2,1,64.01
ffa39020fe7c8a3e907320e1bec4b985,credit_card,1,1,7.13
ffa39020fe7c8a3e907320e1bec4b985,credit_card,1,1,7.13
ffa378a0d8e871367fbe51bdd9e12a1f,credit_card,1,2,58.8
ffa378a0d8e871367fbe51bdd9e12a1f,credit_card,1,2,58.8
ffa2d919ed5fc1b6661b89904ef71b88,credit_card,1,4,270.47
ffa2d919ed5fc1b6661b89904ef71b88,credit_card,1,4,270.47
ffa2a7fdee9759a1c69f742f0a21d371,boleto,1,1,38.01
ffa2a7fdee9759a1c69f742f0a21d371,boleto,1,1,38.01
ffa1dd97810de91a03abd7bd76d2fed1,credit_card,1,1,36.58
ffa1dd97810de91a03abd7bd76d2fed1,voucher,2,1,418.73
ffa1dd97810de91a03abd7bd76d2fed1,credit_card,1,1,36.58
ffa1dd97810de91a03abd7bd76d2fed1,voucher,2,1,418.73
ffa1dd31c0e1fd3a1248fe23238eccd5,credit_card,1,1,73.99
ffa1dd31c0e1fd3a1248fe23238eccd5,credit_card,1,1,73.99
ffa18796659322e26489458de771d309,credit_card,1,3,63.27
ffa18796659322e26489458de771d309,credit_card,1,3,63.27
ffa09361c7e09f1a6d067376a07455c6,credit_card,1,2,65.94
ffa09361c7e09f1a6d067376a07455c6,credit_card,1,2,65.94
ff9fa3c222a580f6b52c81a08bd4f7dd,credit_card,1,1,67.91
ff9fa3c222a580f6b52c81a08bd4f7dd,credit_card,1,1,67.91
ff9ec55d9d4d0d2c46cdb45f4c1b4910,credit_card,1,2,162.16
ff9ec55d9d4d0d2c46cdb45f4c1b4910,credit_card,1,2,162.16
ff9de84a5b397156b1f1f216fd5bf074,credit_card,1,1,164.35
ff9de84a5b397156b1f1f216fd5bf074,credit_card,1,1,164.35
ff9c2c99255c1843bf2fa114e7e35569,credit_card,1,2,127.01
ff9c2c99255c1843bf2fa114e7e35569,credit_card,1,2,127.01
ff9a99c60b18acf7c678d38e0549ca67,credit_card,1,2,293.46
ff9a99c60b18acf7c678d38e0549ca67,credit_card,1,2,293.46
ff9a23f98e16dda95d66bf4a8a826e40,credit_card,1,6,91.01
ff9a23f98e16dda95d66bf4a8a826e40,credit_card,1,6,91.01
ff98857a36b901baaa0dc19c6fcf65fe,credit_card,1,2,55.62
ff98857a36b901baaa0dc19c6fcf65fe,credit_card,1,2,55.62
ff978de32e717acd3b5abe1fb069d2b6,voucher,4,1,7.68
ff978de32e717acd3b5abe1fb069d2b6,voucher,2,1,10.8
ff978de32e717acd3b5abe1fb069d2b6,voucher,2,1,10.8
ff978de32e717acd3b5abe1fb069d2b6,voucher,3,1,0.66
ff978de32e717acd3b5abe1fb069d2b6,voucher,1,1,30.0
ff978de32e717acd3b5abe1fb069d2b6,voucher,4,1,7.68
ff978de32e717acd3b5abe1fb069d2b6,voucher,3,1,0.66
ff978de32e717acd3b5abe1fb069d2b6,voucher,1,1,30.0
ff977ea68e67d2606fdb5981ae3d9cc5,credit_card,1,1,56.7
ff977ea68e67d2606fdb5981ae3d9cc5,credit_card,1,1,56.7
ff9770f7299db492e5fe01b4a231341b,credit_card,1,1,69.44
ff9770f7299db492e5fe01b4a231341b,credit_card,1,1,69.44
ff96ea4ad10c612930198ecb923eb7a9,credit_card,1,1,14.08
ff96ea4ad10c612930198ecb923eb7a9,credit_card,1,1,14.08
ff96d596c25445650eee60b94fa62244,credit_card,1,10,456.55
ff96d596c25445650eee60b94fa62244,credit_card,1,10,456.55
ff9475663788de57817b221392697cce,boleto,1,1,54.22
ff9475663788de57817b221392697cce,boleto,1,1,54.22
ff9424310808d51de01b5e582c829336,credit_card,1,8,191.67
ff9424310808d51de01b5e582c829336,credit_card,1,8,191.67
ff93068c56794ba8c461ad31ffa31076,credit_card,1,1,29.5
ff93068c56794ba8c461ad31ffa31076,credit_card,1,1,29.5
ff92fd3088a85112214acbc08d72afbf,credit_card,1,1,69.04
ff92fd3088a85112214acbc08d72afbf,credit_card,1,1,69.04
ff92e046b12e7380a5a54db4e3fdf615,credit_card,1,1,31.94
ff92e046b12e7380a5a54db4e3fdf615,credit_card,1,1,31.94
ff92b9f4c3333e0e977c4530a2e8d9cb,credit_card,1,1,98.65
ff92b9f4c3333e0e977c4530a2e8d9cb,credit_card,1,1,98.65
ff9286bbe2d5d57f1b1834d131befcca,boleto,1,1,40.79
ff9286bbe2d5d57f1b1834d131befcca,boleto,1,1,40.79
ff9150d22b184f4491b6732e1ca8d81e,credit_card,1,3,55.46
ff9150d22b184f4491b6732e1ca8d81e,credit_card,1,3,55.46
ff903285ed6a7f76ecda147fc463ef57,credit_card,1,2,160.57
ff903285ed6a7f76ecda147fc463ef57,credit_card,1,2,160.57
ff900ee0dc181d9cce2b0305140b60ab,credit_card,1,3,92.46
ff900ee0dc181d9cce2b0305140b60ab,credit_card,1,3,92.46
ff8fa4002efe1dc72ea0343487e7b6c6,boleto,1,1,46.84
ff8fa4002efe1dc72ea0343487e7b6c6,boleto,1,1,46.84
ff8f8f9123b73422b7a732a02483d9e2,credit_card,1,4,48.3
ff8f8f9123b73422b7a732a02483d9e2,credit_card,1,4,48.3
ff8d0c8b5c1e8bdd6f8e3170f6fd62fd,credit_card,1,2,120.17
ff8d0c8b5c1e8bdd6f8e3170f6fd62fd,credit_card,1,2,120.17
ff8bf9c080a3d7c12864f7eba1fdd0c2,boleto,1,1,141.31
ff8bf9c080a3d7c12864f7eba1fdd0c2,boleto,1,1,141.31
ff8bdeef9673478654432c723a74309b,credit_card,1,10,180.51
ff8bdeef9673478654432c723a74309b,credit_card,1,10,180.51
ff8bd473e4aaf9218bdcffd1a5b92a77,credit_card,1,1,111.42
ff8bd473e4aaf9218bdcffd1a5b92a77,credit_card,1,1,111.42
ff8badd36cb2b5635a007309d3963a88,credit_card,1,1,57.03
ff8badd36cb2b5635a007309d3963a88,credit_card,1,1,57.03
ff8ac98b246381dba3eb9d51e77faf6c,credit_card,1,3,50.86
ff8ac98b246381dba3eb9d51e77faf6c,credit_card,1,3,50.86
ff89ef7b3952bba5ac06d61c4a79ffbe,credit_card,1,8,123.69
ff89ef7b3952bba5ac06d61c4a79ffbe,credit_card,1,8,123.69
ff89535e175e759e9e3c5795c7e6e7be,boleto,1,1,45.0
ff89535e175e759e9e3c5795c7e6e7be,boleto,1,1,45.0
ff8780cfb4535054cc5b56046b170cc0,boleto,1,1,62.53
ff8780cfb4535054cc5b56046b170cc0,boleto,1,1,62.53
ff85f6534f8a6b89e27a340dcf86ecac,credit_card,1,8,344.51
ff85f6534f8a6b89e27a340dcf86ecac,credit_card,1,8,344.51
ff85c3e4329457e83cb474799a257ccc,credit_card,1,4,916.5
ff85c3e4329457e83cb474799a257ccc,credit_card,1,4,916.5
ff85477840bd0948f7a91e3af61963ec,credit_card,1,1,24.47
ff85477840bd0948f7a91e3af61963ec,credit_card,1,1,24.47
ff85153644cf018d1530326b28743073,credit_card,1,2,29.4
ff85153644cf018d1530326b28743073,credit_card,1,2,29.4
ff850ba359507b996e8b2fbb26df8d03,credit_card,1,3,33.01
ff850ba359507b996e8b2fbb26df8d03,credit_card,1,3,33.01
ff834ecc7838d679d1cbd96ad32cee27,credit_card,1,10,120.49
ff834ecc7838d679d1cbd96ad32cee27,credit_card,1,10,120.49
ff82173a9821071cdd3e554219a376c1,boleto,1,1,66.05
ff82173a9821071cdd3e554219a376c1,boleto,1,1,66.05
ff81a4d6caf5a04e852149c674789478,credit_card,1,2,148.39
ff81a4d6caf5a04e852149c674789478,credit_card,1,2,148.39
ff810096eb7a808fce380a6eccf0b746,boleto,1,1,48.72
ff810096eb7a808fce380a6eccf0b746,boleto,1,1,48.72
ff7f5fd520c590ecb28347614bf26ae2,credit_card,1,3,173.24
ff7f5fd520c590ecb28347614bf26ae2,credit_card,1,3,173.24
ff7ea91a98e1590d290e99bcffefa149,boleto,1,1,88.45
ff7ea91a98e1590d290e99bcffefa149,boleto,1,1,88.45
ff7cbd73d6ce84294d3d40ec1a7e12f3,credit_card,1,2,40.0
ff7cbd73d6ce84294d3d40ec1a7e12f3,credit_card,1,2,40.0
ff7b636282b98e0aa524264b295ed928,credit_card,1,6,65.01
ff7b636282b98e0aa524264b295ed928,credit_card,1,6,65.01
ff7afc3a494e5d28aab8559a5e1bb1b4,credit_card,1,1,41.09
ff7afc3a494e5d28aab8559a5e1bb1b4,credit_card,1,1,41.09
ff793adad2c9e1cc9fa921e8f1f952f8,credit_card,1,1,150.87
ff793adad2c9e1cc9fa921e8f1f952f8,credit_card,1,1,150.87
ff79282c8f4c58df02fde009ad02d009,credit_card,1,4,106.86
ff79282c8f4c58df02fde009ad02d009,credit_card,1,4,106.86
ff791efde2141f9985711e6b6f102004,credit_card,1,1,88.53
ff791efde2141f9985711e6b6f102004,credit_card,1,1,88.53
ff76dbda803ba2b4743b8d9e4f02ff7c,boleto,1,1,67.1
ff76dbda803ba2b4743b8d9e4f02ff7c,boleto,1,1,67.1
