,id_produto,categoria,tamanho_nome,tamanho_descricao,quantidade_fotos,peso_g,comprimento_cm,altura_cm,largura_cm,SK_Produto
143,bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,49.0,276.0,12.0,100,19,3,11,144
144,99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,55.0,1658.0,3.0,550,16,21,18,145
145,fdac82e439dafa5f87a9547581532380,automotivo,60.0,1541.0,1.0,1000,26,40,20,146
146,b3f29e4bbae3c829f7c4231074c307ee,utilidades_domesticas,55.0,998.0,3.0,14850,35,102,35,147
147,e71ba6dc5ef4b3bada7ee8d17304d31e,consoles_games,56.0,3354.0,4.0,1850,28,14,19,148
148,8d51190d4e52d32e6abf3d0551501114,telefonia,61.0,212.0,1.0,200,19,4,11,149
149,b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55.0,1392.0,1.0,900,16,16,16,150
150,e83ded7d97b96d338c4e72bb1ff7676c,ferramentas_jardim,52.0,497.0,1.0,1900,44,19,19,151
151,ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50.0,171.0,1.0,1450,45,10,15,152
152,c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54.0,1162.0,1.0,1100,29,3,21,153
153,f0737b524fe6b57f2ad4f174ce23a62c,esporte_lazer,43.0,1440.0,1.0,12600,20,10,20,154
154,bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450,25,25,16,155
155,dc582e9ac5036846acfeeb3093b17aa7,perfumaria,50.0,749.0,1.0,1300,22,14,14,156
156,e84fb20fe338824c220166d3cd562cbd,beleza_saude,45.0,802.0,1.0,150,22,3,15,157
157,bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450,23,43,35,158
158,e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos_2,38.0,2030.0,2.0,13200,66,19,67,159
159,eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59.0,119.0,3.0,200,16,2,11,160
160,c4344f6de69a96da8febce3f885171f0,consoles_games,53.0,310.0,1.0,150,19,11,11,161
161,f092eaa771e3dca0bfeca32b5c9d5669,instrumentos_musicais,51.0,439.0,3.0,3350,30,30,30,162
162,debefa981200019b8c4a45d0176125a6,cama_mesa_banho,64.0,702.0,1.0,2200,42,11,36,163
163,d0877f0094337c414d23f5a3c7bad20c,moveis_escritorio,48.0,489.0,2.0,30000,50,50,30,164
164,e117ca2a90cfd40b93450b0b60f834e4,cama_mesa_banho,51.0,487.0,1.0,1800,45,10,34,165
165,a2bd2eae20998a24c22b110334928b02,malas_acessorios,39.0,278.0,1.0,700,19,48,35,166
166,f97d74310019b255120e4316f4515d74,fashion_bolsas_e_acessorios,34.0,426.0,4.0,200,16,9,11,167
167,9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200,23,7,15,168
168,c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700,49,4,50,169
169,f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800,105,10,40,170
170,e63e00cfcd91a5b34c13e2134671e842,moveis_escritorio,41.0,1071.0,1.0,5850,45,55,16,171
171,a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300,45,25,45,172
172,a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800,28,12,18,173
173,ae728f68e1fe806253238e93f2bfc324,esporte_lazer,57.0,1156.0,1.0,415,19,19,19,174
174,a1d17216996bf0cbba886f91bfd31c77,telefonia,51.0,1015.0,1.0,103,21,6,14,175
175,c72a1a8c3bbe15206d1880cedc7bd791,informatica_acessorios,59.0,1238.0,5.0,4750,18,22,30,176
176,f14aa2ba817ef24ccf7f99c0ccfab59a,relogios_presentes,37.0,610.0,1.0,263,18,15,16,177
177,f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50,16,2,11,178
178,b97114b2893e68400ae867459b491bcd,cama_mesa_banho,44.0,331.0,1.0,360,36,6,26,179
179,ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47.0,1392.0,1.0,150,16,7,12,180
180,e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250,22,15,20,181
181,eced39e6c33db4b865ea46d12dde67d8,brinquedos,59.0,3492.0,3.0,650,35,10,15,182
182,bad5bc36e62c12c840045474c6dbe021,utilidades_domesticas,22.0,663.0,1.0,900,21,34,34,183
183,afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75,19,3,11,184
184,fa9cf28beaafe4f4bec59550f6c76481,moveis_decoracao,47.0,470.0,3.0,400,35,6,15,185
185,ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900,18,25,16,186
186,95578be74a242e7a0eae084908bbb5f8,moveis_escritorio,38.0,2088.0,1.0,14900,58,28,58,187
187,f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050,30,22,18,188
188,c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200,20,20,20,189
189,ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200,20,9,14,190
190,c8a0fe4fb537a7864e6aca0477a6da9c,cama_mesa_banho,44.0,305.0,1.0,2000,49,16,39,191
191,9339df4b551cc289617ed742b9af7925,telefonia,54.0,409.0,1.0,200,19,4,11,192
192,e05646078b508ff048d63d3af7775ca1,eletroportateis,58.0,613.0,1.0,1300,20,16,20,193
193,c571bd52d56c393e52b38a593da5950f,cama_mesa_banho,54.0,223.0,1.0,550,16,10,16,194
194,a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300,17,4,12,195
195,c5c66926b3f964b8cf9e7dfb1150d13e,esporte_lazer,41.0,128.0,1.0,200,21,9,13,196
196,a0ff95d002b9e836b60b47e97a200f93,casa_construcao,37.0,426.0,2.0,3100,38,28,28,197
197,a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250,16,10,16,198
198,fea2f92877b647dc07ea8e3f4aa2cf3f,brinquedos,35.0,537.0,2.0,7400,45,29,53,199
199,b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57.0,232.0,1.0,7600,55,15,55,200
200,a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875,40,26,20,201
201,b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100,16,10,16,202
202,93719014f156d3fa9e0511cd0ab96315,cool_stuff,34.0,443.0,7.0,1150,28,10,25,203
203,f86faff2fff9d021e363dc81bfd16930,cool_stuff,53.0,304.0,1.0,900,25,10,25,204
204,b72e63f4630dcaded1689b28efa4c583,brinquedos,59.0,1272.0,5.0,1000,30,13,30,205
205,e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57.0,991.0,4.0,200,16,4,14,206
206,aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500,19,13,20,207
207,e91f30f35875789d4b7d14610aa88c15,cama_mesa_banho,50.0,208.0,1.0,500,16,10,16,208
208,ff7ac89ca5b77d0fb5f8a65262d73956,perfumaria,46.0,483.0,1.0,1000,20,14,13,209
209,ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125,19,3,11,210
210,b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100,19,3,11,211
211,ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200,20,20,20,212
212,8fec581a22f1e87d7e0f0a0da4626a82,utilidades_domesticas,17.0,395.0,1.0,600,17,17,18,213
213,ad0e74d7a7848008daa87492dff8db9f,automotivo,57.0,1631.0,3.0,500,16,21,18,214
214,a4944a8b60acfe399f15f45892bc5639,informatica_acessorios,52.0,260.0,1.0,667,27,19,20,215
215,a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300,40,4,30,216
216,f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400,18,18,12,217
217,8eed5d27f5b8c6248731efb4782f6141,automotivo,41.0,1510.0,1.0,2800,16,2,11,218
218,f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300,24,12,12,219
219,bcb815bba008d89458e428078c0b9211,,,,,150,16,2,11,220
220,e3ace35fe59021565fa9989acfdf8f3a,moveis_decoracao,28.0,196.0,2.0,1000,35,25,25,221
221,f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267,36,40,36,222
222,f0e14d7b2230a53543506024021cc3ef,moveis_decoracao,58.0,2130.0,2.0,3000,69,11,11,223
223,c01cc7b6054e22d68972a35df1e0c249,automotivo,54.0,1636.0,1.0,8500,18,29,13,224
224,97250c682244b5b6618aec504ceb9656,utilidades_domesticas,55.0,783.0,1.0,150,32,5,16,225
225,df1ff6c9a263464ba1ea7cd3de5e8633,utilidades_domesticas,52.0,202.0,1.0,800,31,5,21,226
226,b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400,100,23,27,227
227,a2f4e28e50f60566eeb99f842ffc0fd9,instrumentos_musicais,57.0,374.0,1.0,5850,40,9,105,228
228,9d0a2db5144d569d5ce5375bb0f4de36,cama_mesa_banho,39.0,347.0,1.0,75,17,12,17,229
229,8f9dc141063eb39ea09a9df984895c50,automotivo,45.0,764.0,4.0,1475,32,28,28,230
230,955821b9200f75f399d091f381821044,eletrodomesticos,47.0,82.0,1.0,150,20,13,15,231
231,dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24.0,356.0,2.0,7750,33,25,33,232
232,cc95f2435cc780a6992154d6a29ff226,utilidades_domesticas,46.0,616.0,1.0,3100,32,26,21,233
233,d899300bb0834fde956e80ce7ca0c958,relogios_presentes,58.0,635.0,2.0,350,19,13,13,234
234,9f22d89800e8f59f79d50aa9d732f5e2,beleza_saude,50.0,355.0,1.0,888,18,17,18,235
235,d2fac83bdc41acb845baf953df64155a,cama_mesa_banho,56.0,509.0,4.0,450,45,15,35,236
236,dbb00dd9b017066946537423958bd4ea,beleza_saude,50.0,546.0,1.0,1000,16,12,13,237
237,b2cadfc2d6da74fba3a372470641ba61,utilidades_domesticas,26.0,201.0,1.0,400,16,9,12,238
238,bb8248b78690e295b4978f78009e4b94,telefonia,56.0,367.0,3.0,150,21,7,14,239
239,8cf7e354e6d9f04a09f4d59bc77dcc8e,construcao_ferramentas_jardim,55.0,749.0,1.0,9500,56,30,28,240
240,f28fd17099749b33b6e5081515b2e797,cama_mesa_banho,44.0,421.0,1.0,550,30,5,25,241
241,fe849745fcdc6e1d6864539a2b13197f,beleza_saude,46.0,841.0,1.0,300,19,12,13,242
242,afa6d9a2f3ba0d5b06ccd5eb4bd2e29a,esporte_lazer,54.0,675.0,1.0,750,26,23,23,243
243,c68b419d9c6038271b85bac98adb0fc9,,,,,1000,16,14,30,244
244,e19c8e70d39de9646d64163a66051797,fashion_roupa_masculina,32.0,713.0,2.0,800,20,7,20,245
245,ba17dd83b93da33a4483ba301644f40a,relogios_presentes,60.0,394.0,6.0,250,16,2,11,246
246,d806210810eb8942d0ea5b17967bb1c4,cool_stuff,59.0,988.0,1.0,1635,23,30,17,247
247,bcb8826a092a057aedd93bb71d67c24d,beleza_saude,54.0,340.0,1.0,500,24,20,24,248
248,f102842fbe436027eeeb7fc76d3063aa,consoles_games,59.0,434.0,3.0,350,20,20,20,249
249,ee2405458ecf90c4d6e1c55a9680de91,brinquedos,60.0,919.0,2.0,17650,45,50,45,250
250,b4a595a550a377a81bf10d27821fab6d,utilidades_domesticas,58.0,235.0,5.0,5250,35,15,35,251
251,eae50b5c9a18c296b7fa904cf04406a5,moveis_decoracao,58.0,477.0,1.0,300,35,10,25,252
252,dfc767a34d7f9f8ee72a3e9b5ed55f89,informatica_acessorios,32.0,1095.0,2.0,400,38,2,29,253
253,ecac3b74dce5ab6c6a7b9eda9216cfcc,beleza_saude,45.0,379.0,3.0,200,16,16,16,254
